train_loss,epoch,step,valid_loss
0.0051840320229530334,32,6463,
0.00014159038255456835,32,6527,
0.0009214880992658436,32,6591,
,32,6632,0.003812894457951188
0.04220762476325035,33,6655,
0.0004840498440898955,33,6719,
0.006423231214284897,33,6783,
,33,6833,0.0021646383684128523
0.024185867980122566,34,6847,
0.0003562103083822876,34,6911,
0.0006249041180126369,34,6975,
,34,7034,0.004523362498730421
0.0004110822337679565,35,7039,
0.00034667097497731447,35,7103,
0.000518977758474648,35,7167,
0.0007131547899916768,35,7231,
,35,7235,0.0043761893175542355
0.0006668469868600368,36,7295,
0.0010145606938749552,36,7359,
0.0013883683132007718,36,7423,
,36,7436,0.0018836968811228871
0.0002940548292826861,37,7487,
0.001252433517947793,37,7551,
0.00014710234245285392,37,7615,
,37,7637,0.008762115612626076
0.0002965947787743062,38,7679,
0.00027179456083104014,38,7743,
0.0038202416617423296,38,7807,
,38,7838,0.004005217459052801
0.000755691435188055,39,7871,
0.0008501496049575508,39,7935,
0.00017158621631097049,39,7999,
,39,8039,0.003969387151300907
0.0022063206415623426,40,8063,
0.0010332076344639063,40,8127,
0.00031207880238071084,40,8191,
,40,8240,0.0058553945273160934
0.002791890874505043,41,8255,
0.00017126138845924288,41,8319,
0.0006443787715397775,41,8383,
,41,8441,0.0020347367972135544
0.0012534213019534945,42,8447,
0.0009024629835039377,42,8511,
0.0006020449218340218,42,8575,
0.0015962638426572084,42,8639,
,42,8642,0.0020626322366297245
0.002583008259534836,43,8703,
0.0012193663278594613,43,8767,
0.0037144406232982874,43,8831,
,43,8843,0.003346460172906518
0.00019369249639566988,44,8895,
0.0009462297311984003,44,8959,
0.00025363254826515913,44,9023,
,44,9044,0.0018828571774065495
0.0011728673707693815,45,9087,
0.000246949668508023,45,9151,
0.0004965102416463196,45,9215,
,45,9245,0.0020111105404794216
0.00047655729576945305,46,9279,
0.00027920969296246767,46,9343,
0.005931671243160963,46,9407,
,46,9446,0.004184231162071228
0.0009861300932243466,47,9471,
0.00012477775453589857,47,9535,
0.00029776786686852574,47,9599,
,47,9647,0.0015051375376060605
0.014606039971113205,48,9663,
0.00027833180502057076,48,9727,
7.005283259786665e-05,48,9791,
,48,9848,0.004655320197343826
0.00022012605040799826,49,9855,
0.0005841930978931487,49,9919,
0.00027658810722641647,49,9983,
0.002236088505014777,49,10047,
,49,10049,0.0029814450535923243
0.0010954356985166669,50,10111,
0.0004095617914572358,50,10175,
0.00014056866348255426,50,10239,
,50,10250,0.005544782150536776
0.0006657767808064818,51,10303,
0.0008278322638943791,51,10367,
0.00010345086047891527,51,10431,
,51,10451,0.001494850032031536
0.0007134635816328228,52,10495,
0.0016023749485611916,52,10559,
0.00014486958389170468,52,10623,
,52,10652,0.002307671122252941
0.0002890997566282749,53,10687,
0.0016888091340661049,53,10751,
9.584505460225046e-05,53,10815,
,53,10853,0.0032037817873060703
0.001100381021387875,54,10879,
0.0001958188513526693,54,10943,
0.0005227196961641312,54,11007,
,54,11054,0.005794755183160305
0.004165069665759802,55,11071,
0.0008449322776868939,55,11135,
9.689028956927359e-05,55,11199,
,55,11255,0.0021579929161816835
0.00012083308683941141,56,11263,
0.000696956180036068,56,11327,
0.002265000017359853,56,11391,
0.0013736056862398982,56,11455,
,56,11456,0.002828626660630107
0.00036304155946709216,57,11519,
0.0002329289709450677,57,11583,
0.0006984747597016394,57,11647,
,57,11657,0.002195333130657673
0.0014506250154227018,58,11711,
0.00011407042620703578,58,11775,
0.0014856960624456406,58,11839,
,58,11858,0.0047123911790549755
0.20595389604568481,59,11903,
0.0003199978673364967,59,11967,
0.01620173640549183,59,12031,
,59,12059,0.0022375676780939102
0.00982164591550827,60,12095,
0.0007586712599731982,60,12159,
0.00026410739519633353,60,12223,
,60,12260,0.0033247817773371935
0.0006085573695600033,61,12287,
0.0003841123834718019,61,12351,
0.00016234733629971743,61,12415,
,61,12461,0.0010691375937312841
0.000512783182784915,62,12479,
7.659680704819039e-05,62,12543,
0.00014335608284454793,62,12607,
,62,12662,0.001416016137227416
8.687195077072829e-05,63,12671,
0.00034782683360390365,63,12735,
0.0026254041586071253,63,12799,
0.011778217740356922,63,12863,
,63,12863,0.0009294034680351615
0.0005462539265863597,64,12927,
0.0002467105514369905,64,12991,
0.000550693366676569,64,13055,
,64,13064,0.0006490547675639391
0.0001002562275971286,65,13119,
0.000196382577996701,65,13183,
0.00018383127462584525,65,13247,
,65,13265,0.0015744558768346906
4.163538324064575e-05,66,13311,
0.0005406419513747096,66,13375,
5.031331238569692e-05,66,13439,
,66,13466,0.002216281369328499
0.0003123990900348872,67,13503,
0.0013783727772533894,67,13567,
0.00025365297915413976,67,13631,
,67,13667,0.0008920955588109791
0.00038713376852683723,68,13695,
0.0005879792734049261,68,13759,
0.00011712515697581694,68,13823,
,68,13868,0.0014865888515487313
0.0008988435147330165,69,13887,
0.0004594421188812703,69,13951,
0.00017670354282017797,69,14015,
,69,14069,0.004755326081067324
0.00017206177290063351,70,14079,
0.00012930548109579831,70,14143,
0.005162857938557863,70,14207,
,70,14270,0.0011236490681767464
0.0003581212949939072,71,14271,
0.0005465758149512112,71,14335,
0.00011269807146163657,71,14399,
0.0002153768000425771,71,14463,
,71,14471,0.004495596047490835
0.0006237406050786376,72,14527,
0.0006457481067627668,72,14591,
0.00013381827739067376,72,14655,
,72,14672,0.0014150982024148107
0.00021030513744335622,73,14719,
0.0002625682682264596,73,14783,
0.0001348984515061602,73,14847,
,73,14873,0.0024533760733902454
0.0006288689910434186,74,14911,
7.781899330439046e-05,74,14975,
0.00019408870139159262,74,15039,
,74,15074,0.002086461754515767
0.002608412643894553,75,15103,
0.00012484444596339017,75,15167,
9.559238242218271e-05,75,15231,
,75,15275,0.0018984758062288165
0.0002498143876437098,76,15295,
6.904922338435426e-05,76,15359,
8.410987356910482e-05,76,15423,
,76,15476,0.005718584172427654
0.00016826331557240337,77,15487,
0.00017606039182282984,77,15551,
0.00023727105872239918,77,15615,
,77,15677,0.0030045078601688147
0.0003814461233559996,78,15679,
5.658259033225477e-05,78,15743,
0.0001582734112162143,78,15807,
0.00243086414411664,78,15871,
,78,15878,0.0015297261998057365
0.0003161729546263814,79,15935,
0.0001333913387497887,79,15999,
0.00024410858168266714,79,16063,
,79,16079,0.0013713259249925613
0.0005991600919514894,80,16127,
0.00011707206431310624,80,16191,
0.0001247370382770896,80,16255,
,80,16280,0.0014798784395679832
0.00045687874080613256,81,16319,
0.0026028368156403303,81,16383,
0.0003496845602057874,81,16447,
,81,16481,0.001463492400944233
7.229090260807425e-05,82,16511,
6.450211367337033e-05,82,16575,
0.0001713443489279598,82,16639,
,82,16682,0.0023742869962006807
0.00018372625345364213,83,16703,
0.000799361732788384,83,16767,
0.0002459663664922118,83,16831,
,83,16883,0.002172500127926469
0.0002703244681470096,84,16895,
0.0001426666131010279,84,16959,
0.0005043578566983342,84,17023,
,84,17084,0.0011375758331269026
3.334366556373425e-05,85,17087,
0.0001624061114853248,85,17151,
9.037816198542714e-05,85,17215,
0.00025916675804182887,85,17279,
,85,17285,0.0013565518893301487
0.0005251347320154309,86,17343,
0.001704609370790422,86,17407,
0.00016655726358294487,86,17471,
,86,17486,0.0027110849041491747
5.44601098226849e-05,87,17535,
0.0002358102792641148,87,17599,
8.373786840820685e-05,87,17663,
,87,17687,0.0008975439122878015
0.00024495599791407585,88,17727,
0.00020213770039845258,88,17791,
0.025662921369075775,88,17855,
,88,17888,0.004130910616368055
0.0001063117160811089,89,17919,
0.00010089912393596023,89,17983,
5.467173832585104e-05,89,18047,
,89,18089,0.0020060278475284576
0.00010641176049830392,90,18111,
0.00023305113427340984,90,18175,
8.788080594968051e-05,90,18239,
,90,18290,0.001522747683338821
7.628092134837061e-05,91,18303,
0.00020842258527409285,91,18367,
0.00017741427291184664,91,18431,
,91,18491,0.0007689314661547542
0.0001839505712268874,92,18495,
0.00023763491481076926,92,18559,
0.00015879252168815583,92,18623,
7.14505003998056e-05,92,18687,
,92,18692,0.0005461908294819295
0.00017063871200662106,93,18751,
0.0004759651783388108,93,18815,
0.0002236765722045675,93,18879,
,93,18893,0.0008463981212116778
8.315726154251024e-05,94,18943,
6.465757178375497e-05,94,19007,
0.0007719788118265569,94,19071,
,94,19094,0.0011506399605423212
8.031418110476807e-05,95,19135,
4.381975668366067e-05,95,19199,
0.00043731200275942683,95,19263,
,95,19295,0.0011526703601703048
6.65912011754699e-05,96,19327,
0.00013002903142478317,96,19391,
2.8737889806507155e-05,96,19455,
,96,19496,0.0010914531303569674
9.37966033234261e-05,97,19519,
0.0006537142908200622,97,19583,
9.188676631310955e-05,97,19647,
,97,19697,0.0009499159641563892
0.0009593074792064726,98,19711,
0.00021034156088717282,98,19775,
0.00027068768395110965,98,19839,
,98,19898,0.0015024973545223475
0.0066321901977062225,99,19903,
4.8876281653065234e-05,99,19967,
0.00018548827210906893,99,20031,
2.395617229922209e-05,99,20095,
,99,20099,0.0007439988548867404
0.00012273313768673688,100,20159,
0.00010882764763664454,100,20223,
0.003960466478019953,100,20287,
,100,20300,0.0026786797679960728
9.219124331139028e-05,101,20351,
8.283514034701511e-05,101,20415,
4.75914785056375e-05,101,20479,
,101,20501,0.0008609860087744892
9.27315340959467e-05,102,20543,
0.0010182310361415148,102,20607,
0.00012235641770530492,102,20671,
,102,20702,0.0005590851069428027
0.00012385132140479982,103,20735,
6.250966544030234e-05,103,20799,
0.0004357268335297704,103,20863,
,103,20903,0.0030027171596884727
0.00010778105934150517,104,20927,
8.759527554502711e-05,104,20991,
9.31145332287997e-05,104,21055,
,104,21104,0.005541255697607994
6.194190063979477e-05,105,21119,
0.00010146454587811604,105,21183,
6.142750498838723e-05,105,21247,
,105,21305,0.0005689315730705857
6.274607585510239e-05,106,21311,
6.239143112907186e-05,106,21375,
8.168153726728633e-05,106,21439,
3.676948472275399e-05,106,21503,
,106,21506,0.002161030424758792
2.8339743948890828e-05,107,21567,
0.00016958759806584567,107,21631,
0.05324133485555649,107,21695,
,107,21707,0.003328013466671109
0.00012131257972214371,108,21759,
6.55457261018455e-05,108,21823,
0.0009026281186379492,108,21887,
,108,21908,0.002254169899970293
0.0001435954764019698,109,21951,
3.612956788856536e-05,109,22015,
6.940343882888556e-05,109,22079,
,109,22109,0.0011630795197561383
0.0001182149353553541,110,22143,
0.0009703733376227319,110,22207,
0.0001364217750960961,110,22271,
,110,22310,0.0007754366961307824
3.802800347330049e-05,111,22335,
0.00012481359590310603,111,22399,
9.82945566647686e-05,111,22463,
,111,22511,0.002197377849370241
4.9584177759243175e-05,112,22527,
1.430842894478701e-05,112,22591,
3.8806167140137404e-05,112,22655,
,112,22712,0.0008557934197597206
0.0002437898947391659,113,22719,
0.00018592775450088084,113,22783,
0.0002628424554131925,113,22847,
8.235273708123714e-05,113,22911,
,113,22913,0.001957536209374666
0.00181153928861022,114,22975,
0.0001352002436760813,114,23039,
8.328922558575869e-05,114,23103,
,114,23114,0.000836770108435303
1.5034516763989814e-05,115,23167,
0.01926184818148613,115,23231,
0.00023660014267079532,115,23295,
,115,23315,0.003120917361229658
0.00016301280993502587,116,23359,
1.9914663425879553e-05,116,23423,
6.241937080631033e-05,116,23487,
,116,23516,0.002294168807566166
3.527577064232901e-05,117,23551,
0.0001076955086318776,117,23615,
4.22873672505375e-05,117,23679,
,117,23717,0.0008186794584617019
0.0001938653877004981,118,23743,
9.899162978399545e-05,118,23807,
7.022851059446111e-05,118,23871,
,118,23918,0.003104160772636533
0.000327936839312315,119,23935,
5.4060288675827906e-05,119,23999,
3.411503348615952e-05,119,24063,
,119,24119,0.000870557501912117
4.92437684442848e-05,120,24127,
0.0001304097386309877,120,24191,
2.8613474569283426e-05,120,24255,
2.9644865207956173e-05,120,24319,
,120,24320,0.000865244073793292
0.0001230982888955623,121,24383,
0.00013853319978807122,121,24447,
0.00016122593660838902,121,24511,
,121,24521,0.0008307565585710108
1.611851439520251e-05,122,24575,
1.3041972124483436e-05,122,24639,
0.00021517841378226876,122,24703,
,122,24722,0.0005057132802903652
3.678249049698934e-05,123,24767,
1.652500759519171e-05,123,24831,
4.312801320338622e-05,123,24895,
,123,24923,0.001949949306435883
8.022724068723619e-05,124,24959,
0.007171367760747671,124,25023,
0.0005811429582536221,124,25087,
,124,25124,0.0005907714366912842
0.00027856783708557487,125,25151,
0.00013150159793440253,125,25215,
0.00023759093892294914,125,25279,
,125,25325,0.0007720100111328065
5.352032167138532e-05,126,25343,
8.633462857687846e-05,126,25407,
8.292878919746727e-05,126,25471,
,126,25526,0.002500587608665228
6.765259604435414e-05,127,25535,
0.00016029903781600296,127,25599,
0.00017260052845813334,127,25663,
1.3361587524414062,127,25727,
,127,25727,0.0007267852197401226
0.0017513501225039363,128,25791,
0.0001974651386262849,128,25855,
0.0008209302905015647,128,25919,
,128,25928,0.00043464096961542964
4.3976739107165486e-05,129,25983,
0.0002447802689857781,129,26047,
0.0001627111923880875,129,26111,
,129,26129,0.0027545583434402943
0.00012089176016161218,130,26175,
0.00011737390013877302,130,26239,
5.875030183233321e-05,130,26303,
,130,26330,0.0004400238103698939
0.0012001722352579236,131,26367,
0.0002472347696311772,131,26431,
0.00021862561698071659,131,26495,
,131,26531,0.0019051360432058573
4.373019328340888e-05,132,26559,
5.881521065020934e-05,132,26623,
0.0003020630683749914,132,26687,
,132,26732,0.00043624237878248096
2.5893619749695063e-05,133,26751,
6.698531797155738e-05,133,26815,
0.00011276220175204799,133,26879,
,133,26933,0.0011224962072446942
7.513838681916241e-06,134,26943,
4.693750088335946e-05,134,27007,
7.943909440655261e-05,134,27071,
,134,27134,0.0007497755577787757
7.00952296028845e-05,135,27135,
0.0005427776486612856,135,27199,
0.00011725474178092554,135,27263,
0.00034121767384931445,135,27327,
,135,27335,0.0027854114305227995
0.0013624753337353468,136,27391,
2.8992413717787713e-05,136,27455,
0.00542758172377944,136,27519,
,136,27536,0.0007453921134583652
3.815926538663916e-05,137,27583,
0.0001496138283982873,137,27647,
8.735750452615321e-05,137,27711,
,137,27737,0.001914332970045507
2.536799911467824e-05,138,27775,
0.0006319725653156638,138,27839,
5.920658077229746e-05,138,27903,
,138,27938,0.0008847691933624446
8.627221541246399e-05,139,27967,
5.4069947509560734e-05,139,28031,
5.8599507610779256e-05,139,28095,
,139,28139,0.0012280622031539679
7.017483585514128e-05,140,28159,
5.355390749173239e-05,140,28223,
0.00023084308486431837,140,28287,
,140,28340,0.0009892842499539256
0.00020132906502112746,141,28351,
3.0078605050221086e-05,141,28415,
1.2799921933037695e-05,141,28479,
,141,28541,0.003700528061017394
0.00019284707377664745,142,28543,
0.0001425179507350549,142,28607,
8.689271635375917e-05,142,28671,
2.3326956579694524e-05,142,28735,
,142,28742,0.0025491921696811914
2.045855399046559e-05,143,28799,
2.8322336220298894e-05,143,28863,
2.6072269974974915e-05,143,28927,
,143,28943,0.0014405983965843916
0.0001835846487665549,144,28991,
4.156037903157994e-05,144,29055,
0.0001333026448264718,144,29119,
,144,29144,0.0012498404830694199
4.239638292347081e-05,145,29183,
0.0005488131428137422,145,29247,
9.563004277879372e-05,145,29311,
,145,29345,0.001312486594542861
9.38140437938273e-05,146,29375,
0.0001641381677472964,146,29439,
0.00012595027510542423,146,29503,
,146,29546,0.0024434071965515614
0.00021551742975134403,147,29567,
3.491001916700043e-05,147,29631,
0.0006460468284785748,147,29695,
,147,29747,0.0028404819313436747
0.00014705894864164293,148,29759,
0.00015891846851445735,148,29823,
6.413703522412106e-05,148,29887,
,148,29948,0.0018969173543155193
1.587308906891849e-05,149,29951,
0.001370142912492156,149,30015,
6.198088522069156e-05,149,30079,
4.66593774035573e-05,149,30143,
,149,30149,0.002098986878991127
8.753348083700985e-05,150,30207,
7.113701576599851e-05,150,30271,
7.538078352808952e-05,150,30335,
,150,30350,0.0019411100074648857
0.00011209063086425886,151,30399,
0.0003425250470172614,151,30463,
0.0005512700881808996,151,30527,
,151,30551,0.0021004320587962866
4.281034489395097e-05,152,30591,
7.000752520980313e-05,152,30655,
0.00021944251784589142,152,30719,
,152,30752,0.0036956167314201593
0.0020223045721650124,153,30783,
9.825819870457053e-05,153,30847,
5.644100019708276e-05,153,30911,
,153,30953,0.0018669415730983019
0.00010388848750153556,154,30975,
0.0001259314885828644,154,31039,
0.00016935786698013544,154,31103,
,154,31154,0.0034928384702652693
0.0005875796196050942,155,31167,
7.932975131552666e-05,155,31231,
9.418272384209558e-05,155,31295,
,155,31355,0.001406438066624105
7.47414815123193e-05,156,31359,
4.305566835682839e-05,156,31423,
0.0001401592162437737,156,31487,
7.663836004212499e-05,156,31551,
,156,31556,0.001104481634683907
2.992227928189095e-05,157,31615,
5.995945321046747e-05,157,31679,
4.811622784473002e-05,157,31743,
,157,31757,0.0018470851937308908
0.00016253501235041767,158,31807,
5.544357554754242e-05,158,31871,
0.00013804432819597423,158,31935,
,158,31958,0.0015995335998013616
0.0014758367324247956,159,31999,
9.229296119883657e-05,159,32063,
0.00010298265988240018,159,32127,
,159,32159,0.0031091594137251377
6.0205828049220145e-05,160,32191,
0.0008862868417054415,160,32255,
5.722238711314276e-05,160,32319,
,160,32360,0.0009562831255607307
2.0126892195548862e-05,161,32383,
4.886071474174969e-05,161,32447,
0.00025503954384475946,161,32511,
,161,32561,0.0010579072404652834
6.634206511080265e-05,162,32575,
4.274502134649083e-05,162,32639,
7.077416375977919e-05,162,32703,
,162,32762,0.0020347503013908863
1.9706216335180216e-05,163,32767,
0.0001166294896393083,163,32831,
0.00020917566143907607,163,32895,
2.5635921701905318e-05,163,32959,
,163,32963,0.0015769791789352894
4.048654227517545e-05,164,33023,
5.838791184942238e-05,164,33087,
0.00017196159751620144,164,33151,
,164,33164,0.0012720066588371992
0.00026859561330638826,165,33215,
8.079672988969833e-05,165,33279,
2.4498227503499947e-05,165,33343,
,165,33365,0.00254440912976861
0.00024739137734286487,166,33407,
1.4297150300990324e-05,166,33471,
0.00013362929166760296,166,33535,
,166,33566,0.0019300858257338405
8.161406731233001e-05,167,33599,
2.7147532819071785e-05,167,33663,
2.7584550480241887e-05,167,33727,
,167,33767,0.0018979652086272836
1.98588222701801e-05,168,33791,
7.060737698338926e-05,168,33855,
4.397021257318556e-05,168,33919,
,168,33968,0.0003903100732713938
6.405339809134603e-05,169,33983,
4.4062438973924145e-05,169,34047,
7.446757081197575e-05,169,34111,
,169,34169,0.00028529620612971485
0.00028786566690541804,170,34175,
7.81015187385492e-05,170,34239,
0.00010261953866574913,170,34303,
0.00032612140057608485,170,34367,
,170,34370,0.0007078162743709981
0.00021115629351697862,171,34431,
3.115222352789715e-05,171,34495,
3.22768792102579e-05,171,34559,
,171,34571,0.00045723511721007526
2.5535780878271908e-05,172,34623,
7.449321128660813e-05,172,34687,
3.659874710137956e-05,172,34751,
,172,34772,0.000588400405831635
0.0002469195460435003,173,34815,
0.0015739346854388714,173,34879,
0.00015747570432722569,173,34943,
,173,34973,0.0004905867972411215
7.374250708380714e-05,174,35007,
0.0001804887579055503,174,35071,
7.010216359049082e-05,174,35135,
,174,35174,0.0004297586274333298
7.212924538180232e-05,175,35199,
0.00014024466508999467,175,35263,
8.496432565152645e-05,175,35327,
,175,35375,0.0016211590263992548
4.5873057388234884e-05,176,35391,
0.00010491852299310267,176,35455,
0.0003333115892019123,176,35519,
,176,35576,0.0031485336367040873
6.696231139358133e-05,177,35583,
0.0005296354065649211,177,35647,
0.00048677995800971985,177,35711,
6.14166128798388e-05,177,35775,
,177,35777,0.000869984389282763
8.82860622368753e-05,178,35839,
0.00032875390024855733,178,35903,
0.00014728754467796534,178,35967,
,178,35978,0.000773612642660737
2.98086251859786e-05,179,36031,
3.5659311834024265e-05,179,36095,
7.074498716974631e-05,179,36159,
,179,36179,0.0011236283462494612
0.0002708219981286675,180,36223,
0.00010575873602647334,180,36287,
8.53708406793885e-05,180,36351,
,180,36380,0.0014089865144342184
2.4526199922547676e-05,181,36415,
0.00010325913899578154,181,36479,
3.3732074371073395e-05,181,36543,
,181,36581,0.0023930801544338465
9.670072176959366e-05,182,36607,
0.0001385977229801938,182,36671,
3.9001934055704623e-05,182,36735,
,182,36782,0.0015617754543200135
0.00011077181261498481,183,36799,
0.00017008399299811572,183,36863,
2.20196907321224e-05,183,36927,
,183,36983,0.0021067627239972353
6.489516090368852e-05,184,36991,
5.168294956092723e-05,184,37055,
9.172938007395715e-05,184,37119,
0.00023857076303102076,184,37183,
,184,37184,0.0018529704539105296
0.0001867903338279575,185,37247,
9.500029409537092e-05,185,37311,
0.0005351570434868336,185,37375,
,185,37385,0.0008309978875331581
6.790034240111709e-05,186,37439,
0.0002507244353182614,186,37503,
0.00020834821043536067,186,37567,
,186,37586,0.0006029484211467206
2.5087405447266065e-05,187,37631,
5.3952575399307534e-05,187,37695,
2.8348535124678165e-05,187,37759,
,187,37787,0.0013297137338668108
5.9265763411531225e-05,188,37823,
0.00011313647701172158,188,37887,
2.434330053802114e-05,188,37951,
,188,37988,0.00042292411671951413
1.4081372682994697e-05,189,38015,
3.709475276991725e-05,189,38079,
5.613063331111334e-05,189,38143,
,189,38189,0.0007313516107387841
2.8486187147791497e-05,190,38207,
2.257270534755662e-05,190,38271,
7.687055767746642e-05,190,38335,
,190,38390,0.0006189607083797455
0.00025005379575304687,191,38399,
4.412519047036767e-05,191,38463,
0.00011465636634966359,191,38527,
1.6047738790512085,191,38591,
,191,38591,0.0023873737081885338
2.220584065071307e-05,192,38655,
3.1003859476186335e-05,192,38719,
0.0001432295102858916,192,38783,
,192,38792,0.0013105726102367043
0.0003083166084252298,193,38847,
4.727789928438142e-05,193,38911,
0.00011767155228881165,193,38975,
,193,38993,0.00047438190085813403
4.7299043217208236e-05,194,39039,
1.5891226212261245e-05,194,39103,
6.235291220946237e-05,194,39167,
,194,39194,0.0025050898548215628
5.68504401599057e-05,195,39231,
5.015655915485695e-05,195,39295,
0.0005019672098569572,195,39359,
,195,39395,0.0013034841977059841
8.251435247075278e-06,196,39423,
0.0018004875164479017,196,39487,
9.265676635550335e-05,196,39551,
,196,39596,0.003976238891482353
0.0003951560356654227,197,39615,
0.00018602865748107433,197,39679,
7.315801485674456e-05,197,39743,
,197,39797,0.0018643675139173865
5.1416711357887834e-05,198,39807,
0.0008644653134979308,198,39871,
2.9845916287740692e-05,198,39935,
,198,39998,0.0011803561355918646
4.3577751057455316e-05,199,39999,
0.000272851757472381,199,40063,
0.00015240188804455101,199,40127,
0.00017432268941774964,199,40191,
,199,40199,0.00118087453301996
0.00013384793419390917,200,40255,
9.841163409873843e-05,200,40319,
7.689279300393537e-05,200,40383,
,200,40400,0.0014882534742355347
0.0001576231006765738,201,40447,
9.449448407394812e-05,201,40511,
0.00021652423311024904,201,40575,
,201,40601,0.001640005735680461
0.00011244931374676526,202,40639,
3.178290353389457e-05,202,40703,
1.9798811990767717e-05,202,40767,
,202,40802,0.0017537116073071957
8.76712438184768e-05,203,40831,
0.0010759247234091163,203,40895,
9.762324771145359e-05,203,40959,
,203,41003,0.000990908476524055
0.00024677746114321053,204,41023,
1.0400875908089802e-05,204,41087,
5.822254024678841e-05,204,41151,
,204,41204,0.0019034497672691941
0.0001299835421377793,205,41215,
0.00014937104424461722,205,41279,
0.0004102309176232666,205,41343,
,205,41405,0.0027500861324369907
4.578777588903904e-05,206,41407,
0.0001602289266884327,206,41471,
9.576339652994648e-05,206,41535,
0.00042540981667116284,206,41599,
,206,41606,0.0020083256531506777
2.6947403966914862e-05,207,41663,
0.00016218455857597291,207,41727,
5.521557977772318e-05,207,41791,
,207,41807,0.0004360300663392991
3.5648503398988396e-05,208,41855,
0.00013629745808430016,208,41919,
1.8469467249815352e-05,208,41983,
,208,42008,0.000632616167422384
3.9965201722225174e-05,209,42047,
8.430764864897355e-05,209,42111,
