valid_loss,val_acc,epoch,step,train_loss,train_acc
0.6916890144348145,0.51871657371521,0,7,,
,,0,7,0.7010648846626282,0.5227043628692627
0.6840071082115173,0.5721924901008606,1,15,,
,,1,15,0.6823678612709045,0.5590313076972961
0.6994248628616333,0.5401069521903992,2,23,,
,,2,23,0.6569830179214478,0.6226034164428711
0.7049102187156677,0.5454545617103577,3,31,,
,,3,31,0.6369245052337646,0.6589303612709045
0.6951686143875122,0.5508021116256714,4,39,,
,,4,39,0.6185717582702637,0.6871846914291382
1.2618145942687988,0.5454545617103577,5,47,,
,,5,47,0.5952745079994202,0.741675078868866
7.921793460845947,0.5401069521903992,6,55,,
,,6,55,0.572222113609314,0.7739657163619995
2.9614808559417725,0.5347593426704407,7,63,,
,,7,63,0.557626485824585,0.7870837450027466
0.7079454064369202,0.5401069521903992,8,71,,
,,8,71,0.5441213846206665,0.7780020236968994
3.160611629486084,0.5454545617103577,9,79,,
,,9,79,0.5179829597473145,0.8002018332481384
6.488285064697266,0.5454545617103577,10,87,,
,,10,87,0.48855432868003845,0.8375378251075745
7.009937286376953,0.5401069521903992,11,95,,
,,11,95,0.47017937898635864,0.8304742574691772
12.312949180603027,0.5401069521903992,12,103,,
,,12,103,0.45537009835243225,0.8324924111366272
8.389021873474121,0.5454545617103577,13,111,,
,,13,111,0.42663854360580444,0.845610499382019
0.7285565733909607,0.5508021116256714,14,119,,
,,14,119,0.4193422496318817,0.8314833641052246
2.7798285484313965,0.5508021116256714,15,127,,
,,15,127,0.3884289860725403,0.8546922206878662
0.7431756258010864,0.5508021116256714,16,135,,
,,16,135,0.3692084550857544,0.8597376346588135
0.7584349513053894,0.5454545617103577,17,143,,
,,17,143,0.35940584540367126,0.8637739419937134
0.7468034625053406,0.5614973306655884,18,151,,
,,18,151,0.3348692059516907,0.8748738765716553
0.758945643901825,0.5454545617103577,19,159,,
,,19,159,0.3225322961807251,0.8779011368751526
0.7541218400001526,0.5508021116256714,20,167,,
,,20,167,0.30523020029067993,0.892028272151947
1.8328851461410522,0.5561497211456299,21,175,,
,,21,175,0.2847299575805664,0.9061554074287415
1.1072148084640503,0.5508021116256714,22,183,,
,,22,183,0.27085891366004944,0.9172552824020386
1.861258625984192,0.5454545617103577,23,191,,
,,23,191,0.2513572871685028,0.9182643890380859
0.7911728024482727,0.5508021116256714,24,199,,
,,24,199,0.2349778711795807,0.9263370037078857
4.311993598937988,0.5454545617103577,25,207,,
,,25,207,0.2200305163860321,0.9323915243148804
1.5063719749450684,0.5454545617103577,26,215,,
,,26,215,0.21109214425086975,0.9374369382858276
3.01723575592041,0.5508021116256714,27,223,,
,,27,223,0.1944732517004013,0.9515640735626221
0.816585123538971,0.5561497211456299,28,231,,
,,28,231,0.1760953962802887,0.9525731801986694
3.759882688522339,0.5614973306655884,29,239,,
,,29,239,0.16954536736011505,0.9545913338661194
0.8242056965827942,0.5668449401855469,30,247,,
,,30,247,0.15208624303340912,0.9656912088394165
0.8145506381988525,0.5721924901008606,31,255,,
,,31,255,0.14218325912952423,0.9667003154754639
0.8241970539093018,0.5775400996208191,32,263,,
,,32,263,0.12384074181318283,0.9747729301452637
0.8076424598693848,0.5989304780960083,33,271,,
,,33,271,0.11888375133275986,0.9737638831138611
0.802099883556366,0.614973247051239,34,279,,
,,34,279,0.11716179549694061,0.9697275757789612
0.816383957862854,0.614973247051239,35,287,,
,,35,287,0.10028373450040817,0.9788092970848083
0.8311519622802734,0.5989304780960083,36,295,,
,,36,295,0.09650984406471252,0.9747729301452637
0.8323173522949219,0.614973247051239,37,303,,
,,37,303,0.08579769730567932,0.9818365573883057
