train_loss,epoch,step,valid_loss
0.3148883879184723,1,110,
0.27957528829574585,1,111,
0.2546488046646118,1,112,
0.560909628868103,1,113,
,1,113,0.3167444169521332
0.2710501253604889,2,114,
0.15403571724891663,2,115,
0.3312614858150482,2,116,
0.1695803552865982,2,117,
0.27524617314338684,2,118,
0.25886085629463196,2,119,
0.19570870697498322,2,120,
0.32649579644203186,2,121,
0.33042022585868835,2,122,
0.19697165489196777,2,123,
0.27260732650756836,2,124,
0.2168276011943817,2,125,
0.2097870409488678,2,126,
0.17778706550598145,2,127,
0.21240879595279694,2,128,
0.22150510549545288,2,129,
0.24574701488018036,2,130,
0.19004452228546143,2,131,
0.23357558250427246,2,132,
0.22097432613372803,2,133,
0.20832514762878418,2,134,
0.15883398056030273,2,135,
0.3239336609840393,2,136,
0.19413278996944427,2,137,
0.15775606036186218,2,138,
0.2075626701116562,2,139,
0.21749313175678253,2,140,
0.1847837269306183,2,141,
0.3120253086090088,2,142,
0.1559453010559082,2,143,
0.17601503431797028,2,144,
0.17657004296779633,2,145,
0.17153657972812653,2,146,
0.19849921762943268,2,147,
0.1819089651107788,2,148,
0.15959851443767548,2,149,
0.2892620861530304,2,150,
0.16015490889549255,2,151,
0.1665254831314087,2,152,
0.19018155336380005,2,153,
0.09219217300415039,2,154,
0.19568315148353577,2,155,
0.14513655006885529,2,156,
0.18155719339847565,2,157,
0.21073631942272186,2,158,
0.2538999915122986,2,159,
0.18043477833271027,2,160,
0.28886204957962036,2,161,
0.19802755117416382,2,162,
0.2124602049589157,2,163,
0.2345542013645172,2,164,
0.18305031955242157,2,165,
0.1113276407122612,2,166,
0.17353025078773499,2,167,
0.23835758864879608,2,168,
0.1261216551065445,2,169,
0.26807931065559387,2,170,
,2,170,0.23180505633354187
0.1250443011522293,3,171,
0.1217140182852745,3,172,
0.15132753551006317,3,173,
0.18197038769721985,3,174,
0.21570038795471191,3,175,
0.16963578760623932,3,176,
0.1646847277879715,3,177,
0.2862895727157593,3,178,
0.15223443508148193,3,179,
0.13646338880062103,3,180,
0.12500202655792236,3,181,
0.14204370975494385,3,182,
0.141763374209404,3,183,
0.11207465082406998,3,184,
0.19169995188713074,3,185,
0.11279294639825821,3,186,
0.1745995432138443,3,187,
0.2283414900302887,3,188,
0.07324286550283432,3,189,
0.1292116492986679,3,190,
0.1855127066373825,3,191,
0.1483796387910843,3,192,
0.29420366883277893,3,193,
0.2649061679840088,3,194,
0.0802176296710968,3,195,
0.10164255648851395,3,196,
0.11069084703922272,3,197,
0.14258317649364471,3,198,
0.11228830367326736,3,199,
0.11306529492139816,3,200,
0.19699303805828094,3,201,
0.08744952082633972,3,202,
0.17496944963932037,3,203,
0.2041684240102768,3,204,
0.11397069692611694,3,205,
0.131985604763031,3,206,
0.1118801087141037,3,207,
0.12486284226179123,3,208,
0.08892142027616501,3,209,
0.14169028401374817,3,210,
0.2173350304365158,3,211,
0.12104105204343796,3,212,
0.10433650016784668,3,213,
0.1500103920698166,3,214,
0.1443803459405899,3,215,
0.15288186073303223,3,216,
0.10233497619628906,3,217,
0.10708437860012054,3,218,
0.1595970094203949,3,219,
0.22586047649383545,3,220,
0.10745760798454285,3,221,
0.16821710765361786,3,222,
0.12737172842025757,3,223,
0.08488844335079193,3,224,
0.10573288053274155,3,225,
0.11987543851137161,3,226,
0.14688175916671753,3,227,
,3,227,0.15785405039787292
0.09522472321987152,4,228,
0.09979031980037689,4,229,
0.11147136986255646,4,230,
0.11251973360776901,4,231,
0.18820707499980927,4,232,
0.12166357040405273,4,233,
0.1200883761048317,4,234,
0.05994124338030815,4,235,
0.10274938493967056,4,236,
0.1144816055893898,4,237,
0.3028436303138733,4,238,
0.09694330394268036,4,239,
0.08670523017644882,4,240,
0.10078535228967667,4,241,
0.08157281577587128,4,242,
0.06811248511075974,4,243,
0.1494368612766266,4,244,
0.08522816747426987,4,245,
0.11563370376825333,4,246,
0.10323498398065567,4,247,
0.06936399638652802,4,248,
0.1657753586769104,4,249,
0.05907723680138588,4,250,
0.06330416351556778,4,251,
0.07512150704860687,4,252,
0.14860238134860992,4,253,
0.07938168197870255,4,254,
0.052949097007513046,4,255,
0.1237979382276535,4,256,
0.11454516649246216,4,257,
0.09949226677417755,4,258,
0.059118419885635376,4,259,
0.15971460938453674,4,260,
0.06840556859970093,4,261,
0.07903320342302322,4,262,
0.06539194285869598,4,263,
0.09955596178770065,4,264,
0.17016127705574036,4,265,
0.08335142582654953,4,266,
0.06954504549503326,4,267,
0.06985772401094437,4,268,
0.06685279309749603,4,269,
0.0826389268040657,4,270,
0.06995896250009537,4,271,
0.059636011719703674,4,272,
0.06138860434293747,4,273,
0.08464366942644119,4,274,
0.04403436928987503,4,275,
0.11438378691673279,4,276,
0.07521381229162216,4,277,
0.16008275747299194,4,278,
0.07309042662382126,4,279,
0.07037334889173508,4,280,
0.07582946866750717,4,281,
0.06820174306631088,4,282,
0.05195572227239609,4,283,
0.4089701473712921,4,284,
,4,284,0.13859498500823975
0.053696926683187485,5,285,
0.07684572786092758,5,286,
0.031003190204501152,5,287,
0.07492376118898392,5,288,
0.07531626522541046,5,289,
0.15368597209453583,5,290,
0.07862943410873413,5,291,
0.04405571147799492,5,292,
0.15329141914844513,5,293,
0.0783742144703865,5,294,
0.06666537374258041,5,295,
0.13764581084251404,5,296,
0.0781259536743164,5,297,
0.062402624636888504,5,298,
0.049268610775470734,5,299,
0.07207869738340378,5,300,
0.05039629712700844,5,301,
0.09096888452768326,5,302,
0.028505081310868263,5,303,
0.046362411230802536,5,304,
0.15279971063137054,5,305,
0.07656218856573105,5,306,
0.15095417201519012,5,307,
0.04871314764022827,5,308,
0.05906793102622032,5,309,
0.1125885620713234,5,310,
0.14191628992557526,5,311,
0.057990118861198425,5,312,
0.047749023884534836,5,313,
0.07134674489498138,5,314,
0.04887070134282112,5,315,
0.037676744163036346,5,316,
0.05400776118040085,5,317,
0.04208359867334366,5,318,
0.07811303436756134,5,319,
0.10084271430969238,5,320,
0.043981313705444336,5,321,
0.10482556372880936,5,322,
0.06029314547777176,5,323,
0.07763639092445374,5,324,
0.09494579583406448,5,325,
0.059510376304388046,5,326,
0.05130472034215927,5,327,
0.03803643956780434,5,328,
0.07616133987903595,5,329,
0.05089149996638298,5,330,
