train_loss,epoch,step,valid_loss
0.6651567816734314,0,0,
0.6289135813713074,0,1,
0.6563631892204285,0,2,
0.61875981092453,0,3,
0.5327616333961487,0,4,
0.6855762600898743,0,5,
0.6105697751045227,0,6,
0.6310229301452637,0,7,
0.7160035371780396,0,8,
0.63319993019104,0,9,
0.6341028213500977,0,10,
0.4600287079811096,0,11,
0.5875335931777954,0,12,
0.45959630608558655,0,13,
0.6435768604278564,0,14,
0.6957215666770935,0,15,
0.6625467538833618,0,16,
0.5590730905532837,0,17,
0.5546696186065674,0,18,
0.5339890122413635,0,19,
0.693065881729126,0,20,
0.5182437300682068,0,21,
0.6703450083732605,0,22,
0.5879784822463989,0,23,
0.5017868280410767,0,24,
0.5486764907836914,0,25,
0.5503754615783691,0,26,
0.41403040289878845,0,27,
0.5250246524810791,0,28,
0.38088172674179077,0,29,
0.4858505129814148,0,30,
0.43625980615615845,0,31,
0.48480868339538574,0,32,
0.4324984848499298,0,33,
0.5504175424575806,0,34,
0.529593825340271,0,35,
0.4005648195743561,0,36,
0.5646538734436035,0,37,
0.5224306583404541,0,38,
0.5142308473587036,0,39,
0.38458356261253357,0,40,
0.5282827615737915,0,41,
0.3767436444759369,0,42,
0.5633773803710938,0,43,
0.3685871958732605,0,44,
0.48004958033561707,0,45,
0.4924527704715729,0,46,
0.4350307285785675,0,47,
0.4696626365184784,0,48,
0.5082698464393616,0,49,
0.5045884847640991,0,50,
0.4572124779224396,0,51,
0.3798505365848541,0,52,
0.46108171343803406,0,53,
0.5024499297142029,0,54,
0.5071501135826111,0,55,
0.37530916929244995,0,56,
,0,56,0.4411368668079376
0.4578705430030823,1,57,
0.42051437497138977,1,58,
0.42163389921188354,1,59,
0.41281628608703613,1,60,
0.42824050784111023,1,61,
0.41520389914512634,1,62,
0.38815832138061523,1,63,
0.419302374124527,1,64,
0.41079607605934143,1,65,
0.36650052666664124,1,66,
0.3991614282131195,1,67,
0.381328821182251,1,68,
0.38887181878089905,1,69,
0.29024845361709595,1,70,
0.32077503204345703,1,71,
0.22317206859588623,1,72,
0.3031454086303711,1,73,
0.4729132354259491,1,74,
0.3534541130065918,1,75,
0.42554348707199097,1,76,
0.47773149609565735,1,77,
0.34828779101371765,1,78,
0.3012360632419586,1,79,
0.35799646377563477,1,80,
0.30264511704444885,1,81,
0.3185332119464874,1,82,
0.23240353167057037,1,83,
0.3165394961833954,1,84,
0.3442438244819641,1,85,
0.27171462774276733,1,86,
0.406744122505188,1,87,
0.30603986978530884,1,88,
0.2968780994415283,1,89,
0.25257980823516846,1,90,
0.405461847782135,1,91,
0.3042723834514618,1,92,
0.5140459537506104,1,93,
0.2834680676460266,1,94,
0.2957637906074524,1,95,
0.36157530546188354,1,96,
0.2344382107257843,1,97,
0.2699919641017914,1,98,
0.3740944266319275,1,99,
0.24903549253940582,1,100,
0.36127781867980957,1,101,
0.497618705034256,1,102,
0.3036974370479584,1,103,
0.28101545572280884,1,104,
0.390578031539917,1,105,
0.2729860544204712,1,106,
0.23803655803203583,1,107,
0.1819392591714859,1,108,
0.25562217831611633,1,109,
