valid_loss,val_acc,epoch,step,train_loss,train_acc
0.4400500953197479,0.9370715618133545,42,33281,,
,,42,33281,0.006349456496536732,0.9980013966560364
0.5952577590942383,0.9284490346908569,43,34055,,
,,43,34055,0.005970811937004328,0.9981023669242859
0.4749981760978699,0.9425878524780273,44,34829,,
,,44,34829,0.0055289966985583305,0.9982537627220154
0.44965818524360657,0.9377142190933228,45,35603,,
,,45,35603,0.004941727500408888,0.9984556436538696
0.23996062576770782,0.9347686171531677,46,36377,,
,,46,36377,0.005087210796773434,0.9984859228134155
0.2359750121831894,0.9387853741645813,47,37151,,
,,47,37151,0.005101523827761412,0.9983546733856201
0.5744963884353638,0.9333226084709167,48,37925,,
,,48,37925,0.004417435731738806,0.9987685680389404
0.7632510662078857,0.9421058297157288,49,38699,,
,,49,38699,0.0042214160785079,0.9986575245857239
0.2477826029062271,0.9318765997886658,50,39473,,
,,50,39473,0.004844358190894127,0.9983950853347778
0.4815531075000763,0.9319837093353271,51,40247,,
,,51,40247,0.0038631230127066374,0.9988594055175781
0.3037181794643402,0.9391067028045654,52,41021,,
,,52,41021,0.0036457052920013666,0.9987887144088745
0.8739079833030701,0.9332690834999084,53,41795,,
,,53,41795,0.0035214442759752274,0.9988694787025452
0.9361935257911682,0.9423200488090515,54,42569,,
,,54,42569,0.0034616291522979736,0.9989603161811829
0.708289384841919,0.9440873861312866,55,43343,,
,,55,43343,0.0033590467646718025,0.9988795518875122
0.7474923133850098,0.9432840347290039,56,44117,,
,,56,44117,0.0031579742208123207,0.9991117119789124
0.4862612783908844,0.9414095878601074,57,44891,,
,,57,44891,0.0028879153542220592,0.9991621971130371
0.24007025361061096,0.9410882592201233,58,45665,,
,,58,45665,0.0024989317171275616,0.9992631673812866
0.6334815621376038,0.9452120661735535,59,46439,,
,,59,46439,0.0027364843990653753,0.9991521239280701
0.7416388392448425,0.9429091811180115,60,47213,,
,,60,47213,0.0027866107411682606,0.9991117119789124
0.2805022597312927,0.9401777982711792,61,47987,,
,,61,47987,0.002631313633173704,0.9991621971130371
0.22670608758926392,0.940392017364502,62,48761,,
,,62,48761,0.0025586087722331285,0.9992328882217407
0.2639644145965576,0.9410346746444702,63,49535,,
,,63,49535,0.0025559249334037304,0.9992328882217407
