valid_loss,val_acc,epoch,step,train_loss,train_acc
,,24,19349,0.14189833402633667,0.9719995856285095
0.11556371301412582,0.9828084707260132,25,20123,,
,,25,20123,0.12705658376216888,0.9755324721336365
0.10092687606811523,0.985379159450531,26,20897,,
,,26,20897,0.11348598450422287,0.9776219129562378
0.08826974779367447,0.9863967299461365,27,21671,,
,,27,21671,0.10234840214252472,0.9794287085533142
0.08008334040641785,0.9872536659240723,28,22445,,
,,28,22445,0.09219224750995636,0.9809629321098328
0.0718032494187355,0.986825168132782,29,23219,,
,,29,23219,0.08315368741750717,0.983042299747467
0.0641128271818161,0.9885925650596619,30,23993,,
,,30,23993,0.07520468533039093,0.9846270084381104
0.06126638501882553,0.9867716431617737,31,24767,,
,,31,24767,0.06940524280071259,0.9851922988891602
0.05085925757884979,0.9901992082595825,32,25541,,
,,32,25541,0.06298357248306274,0.9862925410270691
0.04649643227458,0.9911096692085266,33,26315,,
,,33,26315,0.058199141174554825,0.9874230623245239
0.046768512576818466,0.9892887473106384,34,27089,,
,,34,27089,0.05372191220521927,0.9878469705581665
0.03990719094872475,0.9915916919708252,35,27863,,
,,35,27863,0.04953727871179581,0.9888260960578918
0.035973962396383286,0.9924485683441162,36,28637,,
,,36,28637,0.04744035378098488,0.9885737299919128
0.035479482263326645,0.9914845824241638,37,29411,,
,,37,29411,0.04295140132308006,0.9900777339935303
0.03633537143468857,0.9905205368995667,38,30185,,
,,38,30185,0.04227190464735031,0.9896336197853088
0.03300310671329498,0.9914845824241638,39,30959,,
,,39,30959,0.04020985960960388,0.9899061322212219
0.027930550277233124,0.9931983947753906,40,31733,,
,,40,31733,0.03713143989443779,0.9908953309059143
0.02678600884974003,0.9929841756820679,41,32507,,
,,41,32507,0.03639383986592293,0.9905218482017517
0.025308283045887947,0.9937874674797058,42,33281,,
,,42,33281,0.034217216074466705,0.991288959980011
0.024073895066976547,0.9938410520553589,43,34055,,
,,43,34055,0.034032244235277176,0.9912586808204651
0.022852033376693726,0.9940016865730286,44,34829,,
,,44,34829,0.03153984621167183,0.9920864105224609
0.021689031273126602,0.9942694902420044,45,35603,,
,,45,35603,0.029993006959557533,0.9923892021179199
0.02043738029897213,0.9951263666152954,46,36377,,
,,46,36377,0.0300921518355608,0.9922680854797363
0.019952815026044846,0.9948586225509644,47,37151,,
,,47,37151,0.02805645391345024,0.9924296140670776
0.02025679685175419,0.9944301843643188,48,37925,,
,,48,37925,0.027613652870059013,0.9925910830497742
0.019097166135907173,0.9950728416442871,49,38699,,
,,49,38699,0.027366042137145996,0.9926617741584778
0.018926192075014114,0.9944837093353271,50,39473,,
,,50,39473,0.025940243154764175,0.9929645657539368
0.019044876098632812,0.9943765997886658,51,40247,,
,,51,40247,0.02497732639312744,0.9931765198707581
0.016634372994303703,0.9954477548599243,52,41021,,
,,52,41021,0.025067973881959915,0.9930655360221863
0.017108317464590073,0.9954477548599243,53,41795,,
,,53,41795,0.02357015386223793,0.9935298562049866
0.01666058786213398,0.9955012798309326,54,42569,,
,,54,42569,0.023388730362057686,0.9934995174407959
0.01831667497754097,0.994162380695343,55,43343,,
,,55,43343,0.023517003282904625,0.9931866526603699
0.014680486172437668,0.9962510466575623,56,44117,,
,,56,44117,0.02291218750178814,0.993459165096283
0.01469863299280405,0.9959297180175781,57,44891,,
,,57,44891,0.022281382232904434,0.9936206936836243
0.014139742590487003,0.9960904121398926,58,45665,,
,,58,45665,0.02083122730255127,0.9943978786468506
0.0150249432772398,0.995608389377594,59,46439,,
,,59,46439,0.020699361339211464,0.9941959977149963
0.013247025199234486,0.996197521686554,60,47213,,
,,60,47213,0.01987348683178425,0.9944786429405212
0.013648590072989464,0.9960368275642395,61,47987,,
,,61,47987,0.019792979583144188,0.994529128074646
0.014004546217620373,0.9958761930465698,62,48761,,
,,62,48761,0.01962314359843731,0.9943171739578247
0.012655808590352535,0.9964653253555298,63,49535,,
,,63,49535,0.0189200546592474,0.9942868947982788
0.012720923870801926,0.9964653253555298,64,50309,,
,,64,50309,0.01927381381392479,0.9945997595787048
0.012096543796360493,0.9965724349021912,65,51083,,
,,65,51083,0.018156684935092926,0.9949126839637756
0.011707830242812634,0.9967866539955139,66,51857,,
,,66,51857,0.017187844961881638,0.995043933391571
0.012863975018262863,0.9962510466575623,67,52631,,
,,67,52631,0.01809561625123024,0.9947612881660461
0.013436066918075085,0.9958226084709167,68,53405,,
,,68,53405,0.0175061896443367,0.9949732422828674
0.011653158813714981,0.9965724349021912,69,54179,,
,,69,54179,0.01732797361910343,0.9950742125511169
0.010915135033428669,0.9970008730888367,70,54953,,
,,70,54953,0.016738705337047577,0.9949934482574463
0.02736286073923111,0.9959297180175781,71,55727,,
,,71,55727,0.01633312925696373,0.9954981207847595
0.01046106219291687,0.9970008730888367,72,56501,,
,,72,56501,0.015930237248539925,0.9956697225570679
0.010416987352073193,0.9970008730888367,73,57275,,
,,73,57275,0.015621038153767586,0.9955889582633972
0.01059871818870306,0.997054398059845,74,58049,,
,,74,58049,0.016376985237002373,0.9951953291893005
0.011273354291915894,0.9964653253555298,75,58823,,
,,75,58823,0.014546451158821583,0.9959523677825928
0.010241531766951084,0.997107982635498,76,59597,,
,,76,59597,0.014534340240061283,0.9958716034889221
0.01027846522629261,0.9969472885131836,77,60371,,
,,77,60371,0.014337155967950821,0.9960936903953552
0.010961689986288548,0.9966795444488525,78,61145,,
,,78,61145,0.014368263073265553,0.9959523677825928
0.010263059288263321,0.9970008730888367,79,61919,,
,,79,61919,0.014252121560275555,0.9957908391952515
0.009585848078131676,0.9973757266998291,80,62693,,
,,80,62693,0.014612222090363503,0.9957202076911926
0.009499210864305496,0.9973222017288208,81,63467,,
,,81,63467,0.013499447144567966,0.9960532784461975
0.010213354602456093,0.9966259598731995,82,64241,,
,,82,64241,0.01391836628317833,0.9961239695549011
0.008985101245343685,0.9975364208221436,83,65015,,
,,83,65015,0.013092953711748123,0.9964671730995178
0.009187161922454834,0.9976435303688049,84,65789,,
,,84,65789,0.013175785541534424,0.9963258504867554
0.00907973200082779,0.9973222017288208,85,66563,,
,,85,66563,0.013116423971951008,0.9961441159248352
0.009209704585373402,0.9972150921821594,86,67337,,
,,86,67337,0.013092519715428352,0.9962248802185059
0.009071885608136654,0.9973757266998291,87,68111,,
,,87,68111,0.013024991378188133,0.9962854385375977
0.008545519784092903,0.9978042244911194,88,68885,,
,,88,68885,0.013388175517320633,0.9960432052612305
0.00889833178371191,0.9972686171531677,89,69659,,
,,89,69659,0.012394493445754051,0.9963359236717224
0.008611897937953472,0.997697114944458,90,70433,,
,,90,70433,0.011943718418478966,0.9967800378799438
0.008068247698247433,0.9978577494621277,91,71207,,
,,91,71207,0.01185531448572874,0.9965983629226685
0.00814717635512352,0.9977506399154663,92,71981,,
,,92,71981,0.01195755135267973,0.9965478777885437
0.008784350007772446,0.9973222017288208,93,72755,,
,,93,72755,0.011854677461087704,0.9966084361076355
0.008066840469837189,0.9979113340377808,94,73529,,
,,94,73529,0.011432352475821972,0.9967598915100098
0.007810722570866346,0.9980184435844421,95,74303,,
,,95,74303,0.011371400207281113,0.9966791272163391
0.00803392380475998,0.9976435303688049,96,75077,,
,,96,75077,0.011619023978710175,0.996699333190918
0.00780863780528307,0.9979113340377808,97,75851,,
,,97,75851,0.010913003236055374,0.9968103170394897
0.008894339203834534,0.9971615076065063,98,76625,,
,,98,76625,0.010331697762012482,0.9971535205841064
0.007279504556208849,0.9981255531311035,99,77399,,
,,99,77399,0.011493673548102379,0.9964065551757812
0.0075378320179879665,0.9981255531311035,100,78173,,
,,100,78173,0.009805981069803238,0.9973251223564148
0.007313112262636423,0.9980184435844421,101,78947,,
,,101,78947,0.00975096132606268,0.9972847700119019
0.0074784173630177975,0.9979648590087891,102,79721,,
,,102,79721,0.010128428228199482,0.9971333146095276
0.007842857390642166,0.9975899457931519,103,80495,,
,,103,80495,0.009738530032336712,0.9971737265586853
0.007174094673246145,0.9980184435844421,104,81269,,
,,104,81269,0.009688750840723515,0.9971535205841064
0.007002842612564564,0.9981255531311035,105,82043,,
,,105,82043,0.009640502743422985,0.997254490852356
0.007793521974235773,0.9976435303688049,106,82817,,
,,106,82817,0.010007956996560097,0.997002124786377
0.006975870113819838,0.9979113340377808,107,83591,,
,,107,83591,0.009567349217832088,0.9973554015159607
0.006570662371814251,0.9983397722244263,108,84365,,
,,108,84365,0.009070486761629581,0.9974866509437561
