valid_loss,val_acc,epoch,step,train_loss,train_acc
1.5782278776168823,0.9864503145217896,0,773,,
,,0,773,0.2260909080505371,0.9027758240699768
0.017267828807234764,0.9948050379753113,1,1547,,
,,1,1547,0.04810471087694168,0.9829817414283752
0.05859263241291046,0.9958761930465698,2,2321,,
,,2,2321,0.029284533113241196,0.9898051619529724
0.010354765690863132,0.9966259598731995,3,3095,,
,,3,3095,0.022139418870210648,0.9923892021179199
0.009987380355596542,0.9967330694198608,4,3869,,
,,4,3869,0.016457706689834595,0.9940042495727539
0.007860387675464153,0.997697114944458,5,4643,,
,,5,4643,0.012926244176924229,0.9957504868507385
0.005965826101601124,0.9981255531311035,6,5417,,
,,6,5417,0.010500164702534676,0.9963258504867554
0.0059020123444497585,0.9980719685554504,7,6191,,
,,7,6191,0.008614723570644855,0.9970424771308899
0.006329688243567944,0.9981790781021118,8,6965,,
,,8,6965,0.0065144142135977745,0.9977692365646362
0.0068527404218912125,0.9981255531311035,9,7739,,
,,9,7739,0.005266242194920778,0.9982537627220154
0.005903361830860376,0.9984468817710876,10,8513,,
,,10,8513,0.004934023600071669,0.9983446002006531
0.006689250003546476,0.9981255531311035,11,9287,,
,,11,9287,0.0039478475227952,0.9986171126365662
0.0066150096245110035,0.9982861876487732,12,10061,,
,,12,10061,0.004487968049943447,0.9984455704689026
0.006773788947612047,0.9983397722244263,13,10835,,
,,13,10835,0.0033767842687666416,0.9989199638366699
0.007095580454915762,0.9981790781021118,14,11609,,
,,14,11609,0.003115537576377392,0.998930037021637
0.005217478144913912,0.9988753199577332,15,12383,,
,,15,12383,0.00310583901591599,0.9989704489707947
0.006476434413343668,0.9983397722244263,16,13157,,
,,16,13157,0.0026052070315927267,0.9991723299026489
0.006450447253882885,0.9983932971954346,17,13931,,
,,17,13931,0.0025481542106717825,0.9990310072898865
0.08640718460083008,0.998500406742096,18,14705,,
,,18,14705,0.0022766401525586843,0.9991723299026489
0.05452439561486244,0.9982326626777649,19,15479,,
,,19,15479,0.0023213711101561785,0.9992227554321289
0.04150649160146713,0.9982861876487732,20,16253,,
,,20,16253,0.002339581958949566,0.9993237257003784
0.18799586594104767,0.997697114944458,21,17027,,
,,21,17027,0.0019220830872654915,0.9994044899940491
0.04892193153500557,0.9984468817710876,22,17801,,
,,22,17801,0.0022528739646077156,0.999192476272583
0.055120088160037994,0.9984468817710876,23,18575,,
,,23,18575,0.0016583380056545138,0.999444842338562
0.07519104331731796,0.9982861876487732,24,19349,,
,,24,19349,0.0015388227766379714,0.9995457530021667
0.0828067883849144,0.9984468817710876,25,20123,,
,,25,20123,0.0016909453552216291,0.9994044899940491
0.013479922898113728,0.9984468817710876,26,20897,,
,,26,20897,0.0016298964619636536,0.999485194683075
0.006429076194763184,0.9981255531311035,27,21671,,
,,27,21671,0.0015461373841390014,0.999434769153595
